,Iso3,StartDate,EndDate,Area Code,Area,Item Code,Item,Months Code,Months,Year Code,Year,Unit,Value,Flag,Note
0,#country+code,#date+start,#date+end,,#country+name,#indicator+code,#indicator+name,,,,#date+year,#indicator+type,#indicator+value+num,,
128,NGA,2017-06-01,2017-06-30,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7006.0,June,2017.0,2017,,138.072513,X,base year is 2015
129,NGA,2018-06-01,2018-06-30,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7006.0,June,2018.0,2018,,155.959788,X,base year is 2015
130,NGA,2019-06-01,2019-06-30,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7006.0,June,2019.0,2019,,177.014309,X,base year is 2015
131,NGA,2020-06-01,2020-06-30,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7006.0,June,2020.0,2020,,203.690403,X,base year is 2015
132,NGA,2021-06-01,2021-06-30,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7006.0,June,2021.0,2021,,251.872835,F,base year is 2015
133,NGA,2000-07-01,2000-07-31,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2000.0,2000,,18.246381,F,base year is 2015
134,NGA,2001-07-01,2001-07-31,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2001.0,2001,,21.439201,F,base year is 2015
135,NGA,2002-07-01,2002-07-31,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2002.0,2002,,25.398225,F,base year is 2015
136,NGA,2003-07-01,2003-07-31,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2003.0,2003,,27.652197,F,base year is 2015
137,NGA,2004-07-01,2004-07-31,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2004.0,2004,,30.705882,F,base year is 2015
138,NGA,2005-07-01,2005-07-31,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2005.0,2005,,41.432737,X,base year is 2015
139,NGA,2006-07-01,2006-07-31,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2006.0,2006,,39.951387,X,base year is 2015
140,NGA,2007-07-01,2007-07-31,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2007.0,2007,,40.537168,X,base year is 2015
141,NGA,2008-07-01,2008-07-31,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2008.0,2008,,48.884547,X,base year is 2015
142,NGA,2009-07-01,2009-07-31,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2009.0,2009,,55.085939,X,base year is 2015
143,NGA,2010-07-01,2010-07-31,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2010.0,2010,,63.084102,X,base year is 2015
144,NGA,2011-07-01,2011-07-31,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2011.0,2011,,67.702760,X,base year is 2015
145,NGA,2012-07-01,2012-07-31,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2012.0,2012,,75.869898,X,base year is 2015
146,NGA,2013-07-01,2013-07-31,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2013.0,2013,,83.417460,X,base year is 2015
147,NGA,2014-07-01,2014-07-31,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2014.0,2014,,91.640924,X,base year is 2015
148,NGA,2015-07-01,2015-07-31,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2015.0,2015,,100.816281,X,base year is 2015
149,NGA,2016-07-01,2016-07-31,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2016.0,2016,,116.622296,X,base year is 2015
150,NGA,2017-07-01,2017-07-31,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2017.0,2017,,140.168719,X,base year is 2015
151,NGA,2018-07-01,2018-07-31,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2018.0,2018,,158.139364,X,base year is 2015
152,NGA,2019-07-01,2019-07-31,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2019.0,2019,,179.223476,X,base year is 2015
153,NGA,2020-07-01,2020-07-31,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2020.0,2020,,206.790714,X,base year is 2015
154,NGA,2000-08-01,2000-08-31,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7008.0,August,2000.0,2000,,18.282591,F,base year is 2015
155,NGA,2001-08-01,2001-08-31,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7008.0,August,2001.0,2001,,21.869454,F,base year is 2015
156,NGA,2002-08-01,2002-08-31,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7008.0,August,2002.0,2002,,25.656477,F,base year is 2015
157,NGA,2003-08-01,2003-08-31,159.0,Nigeria,23013,"Consumer Prices, Food Indices (2015 = 100)",7008.0,August,2003.0,2003,,27.789727,F,base year is 2015
